away_team,proper_date,home_team,home_team_rank,home_days_rest,home_team_avg_pts_scored,home_team_avg_pts_scored_opp,home_team_win_pct,home_team_win_pct_last10,home_is_top_players,away_team_rank,away_days_rest,away_team_avg_pts_scored,away_team_avg_pts_scored_opp,away_team_win_pct,away_team_win_pct_last10,away_is_top_players,home_team_predicted_win_pct,away_team_predicted_win_pct,outcome,ml_prediction,actual_outcome,ml_accuracy,home_moneyline,away_moneyline,ml_money_col,home_implied_probability,away_implied_probability
Los Angeles Lakers,2023-04-05,Los Angeles Clippers,13,3,113.1,112.9,0.519,0.5,1,14,0,117.0,116.6,0.519,0.7,2,0.582,0.418,W,Home Win,Home Win,1,-155.0,135.0,6.45,0.608,0.426
Memphis Grizzlies,2023-04-05,New Orleans Pelicans,17,0,114.2,112.3,0.506,0.7,1,5,0,116.7,112.5,0.633,0.8,1,0.385,0.615,W,Road Win,Home Win,0,-215.0,185.0,-10.0,0.683,0.351
Brooklyn Nets,2023-04-05,Detroit Pistons,30,0,110.6,118.7,0.203,0.0,1,10,0,113.5,112.6,0.544,0.4,2,0.165,0.835,L,Road Win,Road Win,1,400.0,-500.0,2.0,0.2,0.833
Sacramento Kings,2023-04-05,Dallas Mavericks,21,2,114.1,113.8,0.468,0.3,2,7,0,121.4,118.1,0.608,0.6,2,0.399,0.601,W,Road Win,Home Win,0,-230.0,195.0,-10.0,0.697,0.339
Toronto Raptors,2023-04-05,Boston Celtics,2,0,118.1,111.7,0.684,0.7,1,15,0,113.1,111.5,0.506,0.7,2,0.68,0.32,W,Home Win,Home Win,1,-200.0,170.0,5.0,0.667,0.37
New York Knicks,2023-04-05,Indiana Pacers,25,2,115.8,119.0,0.43,0.3,1,8,2,115.6,112.5,0.582,0.7,1,0.3,0.7,L,Road Win,Road Win,1,300.0,-365.0,2.74,0.25,0.785
Chicago Bulls,2023-04-05,Milwaukee Bucks,1,0,117.3,113.2,0.722,0.7,1,19,0,113.5,112.3,0.481,0.6,2,0.729,0.271,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Dallas Mavericks,2023-04-02,Atlanta Hawks,18,1,117.9,117.9,0.494,0.4,2,21,0,113.9,113.5,0.474,0.3,2,0.64,0.36,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Phoenix Suns,2023-04-02,Oklahoma City Thunder,19,1,117.4,116.4,0.487,0.5,2,10,1,113.5,111.5,0.545,0.5,2,0.408,0.592,L,Road Win,Road Win,1,170.0,-200.0,5.0,0.37,0.667
Utah Jazz,2023-04-02,Brooklyn Nets,9,1,113.7,112.8,0.545,0.4,2,22,1,117.2,117.9,0.468,0.4,1,0.798,0.202,W,Home Win,Home Win,1,-365.0,300.0,2.74,0.785,0.25
San Antonio Spurs,2023-04-02,Sacramento Kings,7,1,121.2,118.0,0.61,0.7,2,28,1,112.1,122.7,0.247,0.2,2,0.816,0.184,L,Home Win,Road Win,0,-1800.0,1000.0,-10.0,0.947,0.091
Indiana Pacers,2023-04-02,Cleveland Cavaliers,6,1,112.3,107.0,0.615,0.6,2,24,1,116.0,119.0,0.436,0.3,1,0.862,0.138,W,Home Win,Home Win,1,-800.0,575.0,1.25,0.889,0.148
Detroit Pistons,2023-04-02,Orlando Magic,25,1,111.8,114.1,0.429,0.6,2,30,1,110.7,118.6,0.208,0.1,1,0.724,0.276,W,Home Win,Home Win,1,-450.0,360.0,2.22,0.818,0.217
Los Angeles Lakers,2023-04-02,Houston Rockets,29,1,110.5,118.8,0.244,0.3,2,15,1,116.5,116.5,0.506,0.6,2,0.282,0.718,L,Road Win,Road Win,1,480.0,-645.0,1.55,0.172,0.866
Golden State Warriors,2023-04-02,Denver Nuggets,4,1,116.1,112.4,0.662,0.5,2,11,1,118.3,117.6,0.526,0.6,1,0.721,0.279,W,Home Win,Home Win,1,-135.0,115.0,7.41,0.574,0.465
Washington Wizards,2023-04-02,New York Knicks,8,1,115.6,112.6,0.577,0.6,1,23,1,113.0,113.8,0.442,0.3,2,0.707,0.293,W,Home Win,Home Win,1,-625.0,470.0,1.6,0.862,0.175
Portland Trail Blazers,2023-04-02,Minnesota Timberwolves,16,1,115.6,116.0,0.5,0.5,2,26,1,113.4,116.6,0.416,0.1,-1,0.89,0.11,L,Home Win,Road Win,0,-1800.0,1000.0,-10.0,0.947,0.091
Memphis Grizzlies,2023-04-02,Chicago Bulls,20,1,113.4,112.2,0.481,0.6,2,5,1,116.8,112.5,0.636,0.8,2,0.317,0.683,W,Road Win,Home Win,0,130.0,-150.0,-10.0,0.435,0.6
Toronto Raptors,2023-04-02,Charlotte Hornets,27,1,111.2,117.4,0.333,0.4,1,17,1,112.9,111.7,0.494,0.6,2,0.295,0.705,L,Road Win,Road Win,1,675.0,-975.0,1.03,0.129,0.907
Philadelphia 76ers,2023-04-02,Milwaukee Bucks,1,2,117.0,113.1,0.714,0.7,2,3,1,115.2,110.5,0.662,0.6,2,0.576,0.424,W,Home Win,Home Win,1,-200.0,170.0,5.0,0.667,0.37
Dallas Mavericks,2023-04-01,Miami Heat,13,2,108.7,109.8,0.519,0.5,2,21,2,113.8,113.3,0.481,0.3,2,0.649,0.351,W,Home Win,Home Win,1,-115.0,-105.0,8.7,0.535,0.512
Los Angeles Clippers,2023-04-01,New Orleans Pelicans,15,1,114.2,112.2,0.506,0.7,1,11,0,113.1,112.7,0.526,0.6,1,0.549,0.451,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Los Angeles Clippers,2023-03-31,Memphis Grizzlies,5,1,116.9,112.7,0.632,0.8,2,11,1,113.3,112.8,0.532,0.7,1,0.716,0.284,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Los Angeles Lakers,2023-03-31,Minnesota Timberwolves,14,1,115.7,115.9,0.506,0.5,2,18,1,116.4,116.6,0.5,0.6,2,0.592,0.408,L,Home Win,Road Win,0,-105.0,-115.0,-10.0,0.512,0.535
Sacramento Kings,2023-03-31,Portland Trail Blazers,25,1,113.4,116.4,0.421,0.1,-1,7,1,121.0,118.0,0.605,0.6,2,0.126,0.874,L,Road Win,Road Win,1,850.0,-1400.0,0.71,0.105,0.933
New York Knicks,2023-03-31,Cleveland Cavaliers,6,2,112.3,106.7,0.623,0.7,2,8,1,115.4,112.5,0.571,0.5,1,0.71,0.29,L,Home Win,Road Win,0,-195.0,165.0,-10.0,0.661,0.377
Utah Jazz,2023-03-31,Boston Celtics,2,0,118.3,111.8,0.688,0.7,2,22,1,117.2,117.8,0.474,0.5,1,0.859,0.141,W,Home Win,Home Win,1,-975.0,675.0,1.03,0.907,0.129
San Antonio Spurs,2023-03-31,Golden State Warriors,12,2,118.2,117.6,0.519,0.6,1,28,1,112.1,122.6,0.25,0.2,2,0.731,0.269,W,Home Win,Home Win,1,-1800.0,1000.0,0.56,0.947,0.091
Oklahoma City Thunder,2023-03-31,Indiana Pacers,24,1,115.9,119.1,0.429,0.3,1,19,1,117.5,116.4,0.494,0.6,1,0.494,0.506,W,Road Win,Home Win,0,130.0,-150.0,-10.0,0.435,0.6
Orlando Magic,2023-03-31,Washington Wizards,23,2,113.1,113.8,0.447,0.3,0,26,2,111.7,114.2,0.421,0.5,2,0.476,0.524,L,Road Win,Road Win,1,-115.0,-105.0,9.52,0.535,0.512
Atlanta Hawks,2023-03-31,Brooklyn Nets,10,1,113.5,112.8,0.539,0.4,2,16,2,118.0,117.8,0.5,0.5,2,0.577,0.423,W,Home Win,Home Win,1,-105.0,-115.0,9.52,0.512,0.535
Detroit Pistons,2023-03-31,Houston Rockets,29,1,110.4,118.9,0.234,0.3,2,30,1,110.7,118.6,0.211,0.1,1,0.623,0.377,W,Home Win,Home Win,1,-195.0,165.0,5.13,0.661,0.377
Denver Nuggets,2023-03-31,Phoenix Suns,9,1,113.6,111.7,0.539,0.4,2,3,0,116.4,112.6,0.671,0.5,1,0.557,0.443,W,Home Win,Home Win,1,-360.0,295.0,2.78,0.783,0.253
Toronto Raptors,2023-03-31,Philadelphia 76ers,4,1,115.2,110.5,0.658,0.6,2,17,2,112.9,111.6,0.5,0.6,2,0.705,0.295,W,Home Win,Home Win,1,-230.0,195.0,4.35,0.697,0.339
Chicago Bulls,2023-03-31,Charlotte Hornets,27,2,111.5,117.3,0.338,0.5,1,21,1,113.3,112.5,0.474,0.6,2,0.4,0.6,L,Road Win,Road Win,1,290.0,-350.0,2.86,0.256,0.778
New Orleans Pelicans,2023-03-30,Denver Nuggets,3,2,116.8,112.7,0.68,0.5,2,15,1,114.3,112.5,0.5,0.6,1,0.816,0.184,L,Home Win,Road Win,0,-285.0,240.0,-10.0,0.74,0.294
Boston Celtics,2023-03-30,Milwaukee Bucks,1,0,117.2,112.8,0.724,0.7,2,2,1,118.0,112.0,0.684,0.7,2,0.486,0.514,L,Road Win,Road Win,1,-135.0,115.0,11.5,0.574,0.465
Los Angeles Clippers,2023-03-29,Memphis Grizzlies,5,0,116.7,112.3,0.64,0.9,1,11,1,113.0,112.6,0.526,0.7,1,0.618,0.382,L,Home Win,Road Win,0,-190.0,160.0,-10.0,0.655,0.385
Houston Rockets,2023-03-29,Brooklyn Nets,9,2,113.4,112.8,0.533,0.3,2,29,1,110.4,118.8,0.237,0.3,2,0.823,0.177,W,Home Win,Home Win,1,-645.0,480.0,1.55,0.866,0.172
Detroit Pistons,2023-03-29,Oklahoma City Thunder,20,0,117.6,116.5,0.487,0.6,1,30,1,110.7,118.7,0.213,0.1,1,0.713,0.287,W,Home Win,Home Win,1,-610.0,460.0,1.64,0.859,0.179
Milwaukee Bucks,2023-03-29,Indiana Pacers,24,1,115.6,118.7,0.434,0.4,1,1,1,116.8,112.4,0.72,0.7,2,0.151,0.849,L,Road Win,Road Win,1,490.0,-660.0,1.52,0.169,0.868
Sacramento Kings,2023-03-29,Portland Trail Blazers,25,1,113.8,116.3,0.427,0.1,-1,7,1,121.0,118.5,0.6,0.6,2,0.128,0.872,L,Road Win,Road Win,1,700.0,-1050.0,0.95,0.125,0.913
Minnesota Timberwolves,2023-03-29,Phoenix Suns,10,1,113.7,111.9,0.533,0.4,1,14,1,115.9,116.0,0.513,0.5,2,0.518,0.482,W,Home Win,Home Win,1,-230.0,195.0,4.35,0.697,0.339
Dallas Mavericks,2023-03-29,Philadelphia 76ers,4,1,115.2,110.6,0.653,0.6,2,19,1,113.9,113.3,0.487,0.3,2,0.761,0.239,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Utah Jazz,2023-03-29,San Antonio Spurs,28,2,112.0,122.5,0.253,0.3,1,22,1,117.1,117.8,0.467,0.4,1,0.455,0.545,L,Road Win,Road Win,1,175.0,-205.0,4.88,0.364,0.672
Miami Heat,2023-03-29,New York Knicks,8,1,115.6,112.8,0.566,0.4,2,12,0,108.9,109.9,0.526,0.5,1,0.718,0.282,W,Home Win,Home Win,1,-195.0,165.0,5.13,0.661,0.377
Los Angeles Lakers,2023-03-29,Chicago Bulls,21,1,113.4,112.4,0.48,0.7,2,18,2,116.4,116.7,0.493,0.6,2,0.481,0.519,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
Boston Celtics,2023-03-28,Washington Wizards,23,1,112.9,113.8,0.44,0.2,0,2,1,118.1,111.7,0.693,0.7,2,0.144,0.856,W,Road Win,Home Win,0,470.0,-625.0,-10.0,0.175,0.862
Cleveland Cavaliers,2023-03-28,Atlanta Hawks,19,1,118.0,117.8,0.493,0.5,2,6,1,112.2,106.5,0.632,0.8,2,0.341,0.659,W,Road Win,Home Win,0,100.0,-120.0,-10.0,0.5,0.545
Orlando Magic,2023-03-28,Memphis Grizzlies,5,1,116.8,112.4,0.635,0.9,2,25,1,111.8,114.2,0.427,0.5,2,0.818,0.182,W,Home Win,Home Win,1,-295.0,245.0,3.39,0.747,0.29
Miami Heat,2023-03-28,Toronto Raptors,16,1,113.0,111.9,0.493,0.5,2,9,2,109.1,109.9,0.533,0.6,2,0.382,0.618,W,Road Win,Home Win,0,-150.0,130.0,-10.0,0.6,0.435
Charlotte Hornets,2023-03-28,Oklahoma City Thunder,18,1,117.4,116.2,0.493,0.6,2,27,1,111.1,117.1,0.329,0.5,1,0.78,0.22,L,Home Win,Road Win,0,-390.0,320.0,-10.0,0.796,0.238
New Orleans Pelicans,2023-03-28,Golden State Warriors,13,1,118.2,117.7,0.513,0.5,1,15,0,114.4,112.4,0.507,0.7,1,0.634,0.366,W,Home Win,Home Win,1,-360.0,295.0,2.78,0.783,0.253
Milwaukee Bucks,2023-03-27,Detroit Pistons,30,2,110.7,118.6,0.216,0.1,1,1,1,116.7,112.4,0.716,0.7,2,0.112,0.888,L,Road Win,Road Win,1,1000.0,-1800.0,0.56,0.091,0.947
Philadelphia 76ers,2023-03-27,Denver Nuggets,3,1,116.8,112.7,0.676,0.5,2,4,1,115.2,110.5,0.662,0.7,2,0.532,0.468,W,Home Win,Home Win,1,-205.0,175.0,4.88,0.672,0.364
New Orleans Pelicans,2023-03-27,Portland Trail Blazers,25,0,114.1,116.2,0.432,0.2,-1,15,1,114.2,112.7,0.5,0.6,1,0.258,0.742,L,Road Win,Road Win,1,310.0,-380.0,2.63,0.244,0.792
Phoenix Suns,2023-03-27,Utah Jazz,22,1,117.3,117.8,0.473,0.4,1,11,1,113.7,112.0,0.527,0.4,1,0.405,0.595,L,Road Win,Road Win,1,220.0,-260.0,3.85,0.313,0.722
Minnesota Timberwolves,2023-03-27,Sacramento Kings,7,1,121.1,118.5,0.608,0.7,2,14,0,115.8,116.1,0.507,0.5,2,0.669,0.331,L,Home Win,Road Win,0,-205.0,175.0,-10.0,0.672,0.364
Chicago Bulls,2023-03-27,Los Angeles Clippers,12,1,112.8,112.6,0.52,0.6,1,20,0,113.4,112.2,0.486,0.7,2,0.625,0.375,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Dallas Mavericks,2023-03-27,Indiana Pacers,24,1,115.8,118.6,0.44,0.4,2,21,0,113.7,113.4,0.48,0.3,2,0.539,0.461,L,Home Win,Road Win,0,-110.0,-110.0,-10.0,0.524,0.524
Houston Rockets,2023-03-27,New York Knicks,8,3,115.3,112.8,0.56,0.4,2,29,0,110.3,118.6,0.24,0.3,2,0.879,0.121,W,Home Win,Home Win,1,-900.0,625.0,1.11,0.9,0.138
Brooklyn Nets,2023-03-26,Orlando Magic,26,2,111.7,114.3,0.419,0.4,2,9,0,113.5,112.7,0.541,0.4,2,0.342,0.658,W,Road Win,Home Win,0,-135.0,115.0,-10.0,0.574,0.465
Houston Rockets,2023-03-26,Cleveland Cavaliers,6,2,112.2,106.7,0.627,0.8,2,29,1,110.6,118.7,0.243,0.3,2,0.869,0.131,W,Home Win,Home Win,1,-975.0,675.0,1.03,0.907,0.129
Memphis Grizzlies,2023-03-26,Atlanta Hawks,14,0,118.0,117.8,0.5,0.5,2,5,1,116.7,112.3,0.63,0.8,2,0.339,0.661,L,Road Win,Road Win,1,115.0,-135.0,7.41,0.465,0.574
Oklahoma City Thunder,2023-03-26,Portland Trail Blazers,25,1,114.2,116.2,0.438,0.3,-1,18,1,117.4,116.3,0.486,0.6,2,0.249,0.751,L,Road Win,Road Win,1,270.0,-325.0,3.08,0.27,0.765
Minnesota Timberwolves,2023-03-26,Golden State Warriors,12,1,118.5,118.0,0.52,0.5,1,16,3,116.1,116.3,0.5,0.5,2,0.442,0.558,L,Road Win,Road Win,1,-260.0,220.0,22.0,0.722,0.313
Dallas Mavericks,2023-03-26,Charlotte Hornets,27,1,111.2,117.3,0.32,0.4,1,20,1,113.8,113.5,0.486,0.3,2,0.342,0.658,W,Road Win,Home Win,0,380.0,-475.0,-10.0,0.208,0.826
Washington Wizards,2023-03-26,Toronto Raptors,19,1,113.0,112.0,0.486,0.5,2,23,1,113.0,113.8,0.446,0.3,0,0.8,0.2,W,Home Win,Home Win,1,-435.0,350.0,2.3,0.813,0.222
San Antonio Spurs,2023-03-26,Boston Celtics,2,1,117.9,112.0,0.689,0.6,2,28,1,112.3,122.3,0.257,0.3,2,0.865,0.135,W,Home Win,Home Win,1,-1800.0,1000.0,0.56,0.947,0.091
Chicago Bulls,2023-03-26,Los Angeles Lakers,15,1,116.5,116.6,0.5,0.7,2,21,1,113.3,112.3,0.479,0.6,2,0.638,0.362,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Milwaukee Bucks,2023-03-25,Denver Nuggets,3,2,116.7,112.8,0.671,0.5,2,1,0,116.8,112.2,0.726,0.8,1,0.653,0.347,W,Home Win,Home Win,1,-135.0,115.0,7.41,0.574,0.465
Brooklyn Nets,2023-03-25,Miami Heat,9,2,109.3,109.7,0.541,0.7,2,10,1,113.3,112.9,0.534,0.4,2,0.546,0.454,L,Home Win,Road Win,0,-215.0,185.0,-10.0,0.683,0.351
Philadelphia 76ers,2023-03-25,Phoenix Suns,12,0,113.5,112.1,0.521,0.4,1,4,0,115.4,110.3,0.671,0.8,1,0.424,0.576,W,Road Win,Home Win,0,-120.0,100.0,-10.0,0.545,0.5
Indiana Pacers,2023-03-25,Atlanta Hawks,17,2,117.6,117.6,0.493,0.4,2,23,0,115.6,118.2,0.446,0.5,2,0.709,0.291,W,Home Win,Home Win,1,-410.0,330.0,2.44,0.804,0.233
Utah Jazz,2023-03-25,Sacramento Kings,7,0,121.1,118.6,0.603,0.7,2,21,0,117.3,117.8,0.479,0.4,1,0.813,0.187,W,Home Win,Home Win,1,-340.0,280.0,2.94,0.773,0.263
New Orleans Pelicans,2023-03-25,Los Angeles Clippers,11,1,112.9,112.3,0.527,0.6,1,16,1,114.0,112.8,0.493,0.5,1,0.635,0.365,L,Home Win,Road Win,0,-200.0,170.0,-10.0,0.667,0.37
Oklahoma City Thunder,2023-03-24,Los Angeles Lakers,15,1,116.5,116.7,0.493,0.6,1,18,0,117.5,116.3,0.493,0.7,2,0.55,0.45,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
Detroit Pistons,2023-03-24,Toronto Raptors,21,1,112.9,112.2,0.479,0.4,2,30,2,110.8,118.6,0.219,0.1,1,0.758,0.242,W,Home Win,Home Win,1,-850.0,600.0,1.18,0.895,0.143
San Antonio Spurs,2023-03-24,Washington Wizards,25,1,112.7,113.7,0.438,0.2,0,28,1,112.1,122.2,0.26,0.3,1,0.566,0.434,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Philadelphia 76ers,2023-03-24,Golden State Warriors,13,1,118.4,118.0,0.514,0.4,1,3,1,115.4,110.2,0.681,0.9,2,0.294,0.706,W,Road Win,Home Win,0,-225.0,190.0,-10.0,0.692,0.345
Phoenix Suns,2023-03-24,Sacramento Kings,7,2,120.9,118.5,0.597,0.6,2,11,1,113.3,111.8,0.528,0.5,1,0.717,0.283,W,Home Win,Home Win,1,-190.0,160.0,5.26,0.655,0.385
Chicago Bulls,2023-03-24,Portland Trail Blazers,24,1,114.4,116.1,0.444,0.3,0,22,1,113.2,112.5,0.472,0.6,2,0.388,0.612,L,Road Win,Road Win,1,115.0,-135.0,7.41,0.465,0.574
Milwaukee Bucks,2023-03-24,Utah Jazz,20,1,117.4,117.4,0.486,0.4,1,1,1,116.4,112.1,0.722,0.7,2,0.198,0.802,L,Road Win,Road Win,1,320.0,-390.0,2.56,0.238,0.796
Indiana Pacers,2023-03-24,Boston Celtics,2,2,117.8,112.2,0.685,0.5,2,23,1,115.9,118.2,0.452,0.5,2,0.848,0.152,W,Home Win,Home Win,1,-730.0,530.0,1.37,0.88,0.159
Houston Rockets,2023-03-24,Memphis Grizzlies,6,1,116.2,112.3,0.625,0.7,2,29,1,110.5,118.3,0.247,0.4,2,0.842,0.158,W,Home Win,Home Win,1,-900.0,625.0,1.11,0.9,0.138
Charlotte Hornets,2023-03-24,Dallas Mavericks,17,1,113.9,113.4,0.493,0.4,2,27,0,111.1,117.4,0.311,0.3,1,0.807,0.193,L,Home Win,Road Win,0,-1150.0,750.0,-10.0,0.92,0.118
New York Knicks,2023-03-23,Orlando Magic,26,3,111.5,114.4,0.403,0.3,2,8,0,115.4,112.8,0.568,0.5,2,0.363,0.637,W,Road Win,Home Win,0,140.0,-165.0,-10.0,0.417,0.623
Charlotte Hornets,2023-03-23,New Orleans Pelicans,21,3,113.9,113.4,0.479,0.4,1,27,2,111.3,117.4,0.315,0.3,1,0.723,0.277,W,Home Win,Home Win,1,-325.0,270.0,3.08,0.765,0.27
Oklahoma City Thunder,2023-03-23,Los Angeles Clippers,12,3,112.8,112.6,0.528,0.5,1,17,3,117.9,116.4,0.493,0.7,2,0.539,0.461,W,Home Win,Home Win,1,-155.0,135.0,6.45,0.608,0.426
Cleveland Cavaliers,2023-03-23,Brooklyn Nets,9,3,113.4,112.8,0.549,0.5,2,6,5,112.2,106.6,0.616,0.7,2,0.39,0.61,L,Road Win,Road Win,1,150.0,-175.0,5.71,0.4,0.636
Indiana Pacers,2023-03-22,Toronto Raptors,19,2,112.9,112.1,0.486,0.5,2,24,1,115.8,118.3,0.444,0.5,2,0.678,0.322,L,Home Win,Road Win,0,-330.0,275.0,-10.0,0.767,0.267
Houston Rockets,2023-03-22,Memphis Grizzlies,5,1,116.0,112.1,0.62,0.6,2,29,1,110.3,118.1,0.25,0.5,2,0.848,0.152,W,Home Win,Home Win,1,-950.0,650.0,1.05,0.905,0.133
Denver Nuggets,2023-03-22,Washington Wizards,23,3,112.8,113.5,0.451,0.3,1,4,2,116.6,112.9,0.667,0.5,2,0.232,0.768,L,Road Win,Road Win,1,230.0,-275.0,3.64,0.303,0.733
Atlanta Hawks,2023-03-22,Minnesota Timberwolves,17,1,115.9,116.2,0.493,0.5,1,16,2,117.4,117.6,0.493,0.4,1,0.514,0.486,W,Home Win,Home Win,1,-180.0,155.0,5.56,0.643,0.392
Golden State Warriors,2023-03-22,Dallas Mavericks,14,1,113.7,113.2,0.5,0.4,2,13,1,118.3,117.9,0.507,0.4,1,0.614,0.386,L,Home Win,Road Win,0,110.0,-130.0,-10.0,0.476,0.565
Phoenix Suns,2023-03-22,Los Angeles Lakers,20,2,116.4,116.8,0.486,0.6,1,10,2,113.4,111.6,0.535,0.5,1,0.414,0.586,W,Road Win,Home Win,0,-105.0,-115.0,-10.0,0.512,0.535
New York Knicks,2023-03-22,Miami Heat,11,2,109.0,109.5,0.534,0.6,2,8,1,115.4,112.6,0.575,0.6,2,0.49,0.51,W,Road Win,Home Win,0,-120.0,100.0,-10.0,0.545,0.5
San Antonio Spurs,2023-03-22,Milwaukee Bucks,1,2,116.3,112.4,0.718,0.7,2,28,2,112.8,122.1,0.268,0.5,1,0.905,0.095,W,Home Win,Home Win,1,-2100.0,1100.0,0.48,0.955,0.083
Portland Trail Blazers,2023-03-22,Utah Jazz,15,1,117.4,117.3,0.493,0.5,2,25,2,114.2,116.1,0.437,0.2,2,0.665,0.335,L,Home Win,Road Win,0,-195.0,165.0,-10.0,0.661,0.377
Philadelphia 76ers,2023-03-22,Chicago Bulls,22,1,113.5,112.5,0.479,0.6,2,3,1,115.4,110.4,0.676,0.8,2,0.267,0.733,L,Road Win,Road Win,1,140.0,-165.0,6.06,0.417,0.623
San Antonio Spurs,2023-03-21,New Orleans Pelicans,22,1,113.9,113.4,0.479,0.4,1,28,1,112.8,122.1,0.268,0.5,2,0.588,0.412,W,Home Win,Home Win,1,-560.0,430.0,1.79,0.848,0.189
Boston Celtics,2023-03-21,Sacramento Kings,7,0,121.0,118.3,0.606,0.7,2,2,2,117.6,112.3,0.681,0.5,2,0.36,0.64,L,Road Win,Road Win,1,160.0,-190.0,5.26,0.385,0.655
Detroit Pistons,2023-03-21,Atlanta Hawks,17,1,117.4,117.6,0.493,0.4,2,30,1,110.9,118.5,0.222,0.1,1,0.811,0.189,W,Home Win,Home Win,1,-1050.0,700.0,0.95,0.913,0.125
Cleveland Cavaliers,2023-03-21,Brooklyn Nets,9,1,113.4,112.8,0.549,0.5,2,6,3,112.2,106.6,0.616,0.7,2,0.386,0.614,L,Road Win,Road Win,1,130.0,-150.0,6.67,0.435,0.6
Oklahoma City Thunder,2023-03-21,Los Angeles Clippers,12,1,112.8,112.6,0.528,0.5,2,16,1,117.9,116.4,0.493,0.7,2,0.588,0.412,L,Home Win,Road Win,0,-255.0,215.0,-10.0,0.718,0.317
Washington Wizards,2023-03-21,Orlando Magic,26,1,111.5,114.4,0.403,0.3,2,23,2,112.8,113.5,0.451,0.3,1,0.575,0.425,W,Home Win,Home Win,1,-120.0,100.0,8.33,0.545,0.5
Chicago Bulls,2023-03-20,Philadelphia 76ers,2,1,115.5,110.5,0.686,0.9,2,22,1,113.5,112.6,0.471,0.6,2,0.816,0.184,L,Home Win,Road Win,0,-280.0,235.0,-10.0,0.737,0.299
Dallas Mavericks,2023-03-20,Memphis Grizzlies,6,1,116.1,112.2,0.614,0.6,1,13,2,113.8,113.3,0.507,0.4,2,0.536,0.464,W,Home Win,Home Win,1,-130.0,110.0,7.69,0.565,0.476
Golden State Warriors,2023-03-20,Houston Rockets,29,0,110.3,118.1,0.254,0.5,2,14,1,118.3,118.1,0.5,0.4,1,0.327,0.673,L,Road Win,Road Win,1,380.0,-475.0,2.11,0.208,0.826
Indiana Pacers,2023-03-20,Charlotte Hornets,27,2,111.2,117.5,0.306,0.3,1,24,1,115.9,118.3,0.451,0.6,1,0.544,0.456,W,Home Win,Home Win,1,105.0,-125.0,10.5,0.488,0.556
Minnesota Timberwolves,2023-03-20,New York Knicks,8,1,115.1,112.2,0.583,0.7,2,20,1,115.6,116.0,0.486,0.4,1,0.797,0.203,L,Home Win,Road Win,0,-320.0,265.0,-10.0,0.762,0.274
Sacramento Kings,2023-03-20,Utah Jazz,18,1,117.2,117.2,0.486,0.5,1,7,1,121.1,118.2,0.614,0.8,2,0.293,0.707,W,Road Win,Home Win,0,175.0,-205.0,-10.0,0.364,0.672
Toronto Raptors,2023-03-19,Milwaukee Bucks,1,2,116.2,112.4,0.714,0.7,2,16,0,112.9,112.1,0.493,0.5,2,0.796,0.204,W,Home Win,Home Win,1,-425.0,340.0,2.35,0.81,0.227
Phoenix Suns,2023-03-19,Oklahoma City Thunder,19,2,117.8,116.3,0.486,0.6,2,10,2,113.3,111.4,0.543,0.6,1,0.519,0.481,W,Home Win,Home Win,1,-125.0,105.0,8.0,0.556,0.488
Denver Nuggets,2023-03-19,Brooklyn Nets,9,2,113.5,112.9,0.557,0.5,2,4,0,116.8,113.0,0.662,0.5,2,0.495,0.505,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
New Orleans Pelicans,2023-03-19,Houston Rockets,28,1,110.4,118.1,0.257,0.5,2,22,1,113.9,113.5,0.471,0.3,1,0.521,0.479,L,Home Win,Road Win,0,185.0,-215.0,-10.0,0.351,0.683
Los Angeles Clippers,2023-03-19,Portland Trail Blazers,25,1,114.4,116.1,0.443,0.2,2,12,0,112.8,112.7,0.521,0.4,1,0.479,0.521,L,Road Win,Road Win,1,135.0,-155.0,6.45,0.426,0.608
Atlanta Hawks,2023-03-19,San Antonio Spurs,29,1,112.6,122.1,0.257,0.4,2,14,1,117.4,117.5,0.5,0.5,2,0.258,0.742,W,Road Win,Home Win,0,310.0,-380.0,-10.0,0.244,0.792
Orlando Magic,2023-03-19,Los Angeles Lakers,20,1,116.5,117.0,0.479,0.5,1,26,0,111.6,114.5,0.408,0.4,2,0.62,0.38,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Miami Heat,2023-03-19,Detroit Pistons,30,2,111.1,118.6,0.225,0.1,1,11,0,109.0,109.7,0.528,0.5,1,0.311,0.689,L,Road Win,Road Win,1,300.0,-365.0,2.74,0.25,0.785
